id	title	abstract	label	actual
13	一种回收处理硬质泡沫塑料的方法	一种回收处理废硬质泡沫塑料的方法,本发明属于废塑料的回收处理技术。本发明提出将废泡沫塑料经汽油处理后,重新回用或经破碎后溶解于特定溶剂：二甲苯或市售香蕉水,经过滤去除杂质,再经过调整粘度,不同粘度产品可作不同用途,可作为高强度胶粘剂,清漆、表面防蚀剂,高强度快速防水剂等不同产品。本发明变废为宝,回收处理容易,功效突出,用途广泛,是低投入、高收益的新型环保治理项目。 	专利	0
14	智慧路灯（6）	1.本外观设计产品的名称：智慧路灯(6)。2.本外观设计产品的用途：用于智慧路灯照明。3.本外观设计产品的设计要点：在于形状、图案与色彩的结合。4.最能表明设计要点的图片或照片：主视图。5.请求保护的外观设计包含色彩。 	专利	0
15	一种便于清理的集尘装置	本实用新型公开了一种便于清理的集尘装置,包括限位筒、翻滚结构、升降结构和清理结构,所述翻滚结构固定在限位筒的顶部,所述清理结构设置在翻滚结构的顶部,所述升降结构安装在清理结构的底部一侧,通过设置翻滚结构和清理结构,在集尘时,灰尘垃圾通过集尘管进入滚筒内,在排料后,堵塞木塞,通过旋转电机带动滚筒旋转,滚轮沿轨道配合旋转,实现滚筒的旋转,同时水泵作业,将水箱内部的水经导管输送到滚筒的内部,在滚筒的旋转配合下,在活动滚珠的配合下,能够将滚筒内部的灰尘搅动松散,在松散后,通过拔开木塞,灰尘顺利排出,通过多次清理,便于对滚筒的清理作业,减少人工刷洗,能够更好的养护集尘装置。 	专利	0
16	新型管钳	一种管钳,它在活动钳口(1)的内侧和固定钳口(5)上分别设置有机械滚花钳口(4),如是,滚花钳口具有良好地防滑作用而且不容易损伤水管的管壁,因此,使用效果好。 	专利	0
17	一种苹果增产剂	一种苹果增产剂涉及苹果栽培技术。该有机苹果杀虫高产剂,所选用的原料及各原料重量份比为：沼气渣30#35份、牛羊粪25#30份、草木灰25#30份、碳酸氢铵10#20份、苦参碱1#3份、大风子1#3份、石榴根皮1#3份、苦楝根皮1#3份。本发明的突出优点：一是,采用有机肥(沼气渣、牛羊粪)和无机肥(无机农家肥草木灰、安全化肥碳酸氢铵)相结合培育苹果地土壤肥力,改良土壤结构,为苹果生长提供足够的全面的营养成分,有利于优质高产,有利于提高抵抗病虫害能力。二是,采用植物(中药材)杀虫剂,毒杀葱蛆效果好,对人身安全,对苹果还有促长作用,彻底避免了高毒高残留有机磷农药的危害。确保苹果产量高、品质优、绿色无公害。 	专利	0
18	一种高强度抗压不锈钢管自动化生产系统	本发明涉及一种高强度抗压不锈钢管自动化生产系统,包括底座、支撑板、扇形板、锁紧机构、推料机构、打磨机构和推拉机构,所述的底座上端面左侧以及后侧均设置有支撑板,且后侧的支撑板与左侧的支撑板为垂直设置,支撑板之间均匀设置有扇形板,扇形板上端设置有锁紧机构,锁紧机构后侧设置有推料机构,底座上端面上位于扇形板的前侧以及右侧设置有打磨机构,打磨机构之间位于扇形板的左侧和后侧设置有推拉机构；发明能够解决现有不锈钢弯管打磨机械对不锈钢弯管的端面进行打磨的过程中存在的：一次只能够打磨一个不锈钢弯管的一个端面,对不锈钢弯管进行打磨处理的效率较低；对不锈钢弯管进行打磨处理的效率较低。 	专利	0
19	装饰贴片（250）	1.本外观设计的产品为装饰贴片(250)；2.本外观设计的用途为设置在五金件等金属件表面上；3.本外观设计的设计要点在于产品表面图案和色彩的结合；4.最能体现本外观设计设计要点的图片为主视图；5.后视图无设计要点,省略后视图；6.要求保护的外观设计包含有色彩。 	专利	0
20	用于制备和β淀粉样蛋白特异性结合的化合物的中间体的制备方法	一种用于制备和β淀粉样蛋白特异性结合的化合物的中间体的制备方法,其特征在于,用于制备和β淀粉样蛋白特异性结合的化合物的中间体如结构式II所示：结构式II所述中间体的制备方法包括：由2#(4#硝基苯)#6#溴苯并噻唑和联硼酸频那醇酯反应生成2#(4#硝基苯)#6#硼酸频哪醇酯苯并噻唑的步骤；2#(4#硝基苯)#6#硼酸频哪醇酯苯并噻唑被氧化剂氧化为2#(4#硝基苯)#6#二羟基硼基苯并噻唑的步骤；2#(4#硝基苯)#6#二羟基硼基苯并噻唑被还原剂还原为2#(4#氨基苯)#6#二羟基硼基苯并噻唑的步骤；2#(4#氨基苯)#6#二羟基硼基苯并噻唑、碘甲烷和三氟甲基磺酸银在高温条件下反应生成由结构式I所示的化合物2#(甲胺基苯)#6#二羟基硼基苯并噻唑的步骤。 	专利	0
21	海上救生定位自亮浮灯	本实用新型公开了一种海上救生定位自亮浮灯,包括长方体外壳,其外侧壳体包括扁型长方体外壳,外壳体两处固定点可与救生衣紧密扣接,外壳体上端有聚光镜及防水灯罩,灯罩内有可控高亮度LED指示灯,壳体一侧有可折叠软质天线,天线与信号处理单元连接,壳体中部为一定位装置,壳体下方为供电单元,选用高容量耐腐蚀电池,底部为拉绳控制触点式开关。信号处理单元将GPS定位的准确位置,通过海上公用频率的AIS系统向海上航行的船舶、沿海基站、海事搜救部门,从而减少救援时间,增加生还机会,即使落水人员遇难,也可通过AIS信号指示的位置进行查找,最大可能的找到遇难人员遗体,这是原有自亮浮灯无法做到的。 	专利	0
22	衣服	1．本外观设计产品的名称：衣服。2．本外观设计产品的用途：本外观设计产品用于穿着。3．本外观设计产品的设计要点：产品的整体设计,其形状图案及色彩的结合。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：产品为平面产品,故省略其他视图。6．请求保护的外观设计包含色彩。 	专利	0
23	一种高精密度标定板	本实用新型公开了一种高精密度标定板,其包括标定板板块和分布于板块上的同心圆；所述同心圆包括20#25个圆；所述同心圆最内层圆的直径为2mm,且每相邻同心圆直径相差2mm；所述同心圆的线条的宽度为0.2#0.25mm；所述同心圆相邻的两圆之间设有2～12个与两圆相切的基础圆；所述基础圆与同心圆相切处设有切线；所述切线上设有垂直线。本实用新型提供了一种高精密度标定板,通过在标定板板块上绘制同心圆,并在相邻同心圆之间设置与两圆相切的基础圆,再在基础圆内设置切线、切线的垂直线以及在基础圆和同心圆圆心设置十字线,来降低线条宽度带来的误差,提高了标定板的精密度。 	专利	0
24	一种燃气熔分处理铜渣的系统和方法	本发明公开一种燃气熔分处理铜渣的系统和方法。该系统包括：转底炉和燃气熔分炉,所述转底炉包括入料口、出料口、烟气出口、预还原层和还原层,所述预还原层安装在所述转底炉的炉体内,位于所述还原层的上方,所述预还原层为开环结构,设有头端和尾端,所述头端和所述尾端之间在水平方向设有间隙,所述还原层为耐火材料砌筑而成,铺设在所述转底炉的炉底上。本发明的系统和方法,将铜渣及配料制备球团后在转底炉进行预还原和还原,还原效果更好,球团金属化率高,燃气熔分炉熔分后获得的铁水品位高；收集转底炉产生的烟气获得富锌粉尘,实现了铁、锌同步回收。 	专利	0
25	摆件（7）	1．本外观设计产品的名称：摆件(7)；2．本外观设计产品的用途：本外观设计产品用于观赏；3．本外观设计产品的设计要点：形状和图案；4．最能表明本外观设计设计要点的图片或照片：立体图；5．省略视图：仰视图无设计要点,省略仰视图。 	专利	0
26	全自动封盒机	1．本外观设计产品的名称：全自动封盒机。2．本外观设计产品的用途：本外观设计产品用于自动用胶带包装盒子。3．本外观设计产品的设计要点：气缸组的连接关系。4．最能表明本外观设计设计要点的图片或照片：立体图。 	专利	0
27	热风炉	本实用新型公开了一种热风炉,包括：用于烘干物料的竖置炉体,两端分别与炉体顶部、炉体底部连通的循环管道,依次设于循环管道上的循环风机、空气混合器和加热器,与炉体顶部连通的引风管道,依次设于引风管道上的第一中效过滤器和引风机,与循环管道连通的送风管道,以及依次设于送风管道上的送风机、第二中效过滤器和换热器。本实用新型热风炉,其能对炉内物料进行烘干,烘干效果好,且节能。 	专利	0
28	一种基于机电一体化的垃圾处理设备及其方法	本发明公开了一种基于机电一体化的垃圾处理设备,包括箱体和位于箱体内部的第一分离室、第二分离室、第一处理室、第二处理室和第三处理室；第一分离室,用于对垃圾进行初次分离,第一分离室与外部相连通；第二分离室,用于对垃圾进行二次分离,第二分离室的一端与第一分离室相连通；第一处理室,用于对大型固态垃圾进行处理,第一处理室的一端与第一分离室相连通,一端与第二分离室相连通；第二处理室,用于对小型固态垃圾进行处理,第二处理室的一端与第二分离室相连通；第三处理室,用于对液态垃圾进行处理,第三处理室与第二分离室相连通。 	专利	0
29	壳粉精细化粉磨装置	本实用新型涉及壳粉精细化粉磨装置,包括机架、电机、设有投料口和出料口的机壳、粉磨组件,所述机壳与所述机架连接。所述粉磨组件包括磨粉滚轴、粉磨架、轴承,所述磨粉滚轴与所述粉磨架活动连接,所述磨粉架与所述轴承的外圈固定连接,所述机壳的内壁分布有第一磨齿,所述磨粉滚轴的圆柱表面设有第二磨齿,所述第一磨齿与所述第二磨齿相啮合。本实用新型的有益效果在于：该设备进一步提高了磨出的壳粉的精细化程度,从而提高了家禽对壳粉的消化吸收率,提高了家禽产出禽蛋的质量。 	专利	0
30	一种用于儿童安全座椅的侧面保护装置及儿童安全座椅	本实用新型公开了一种用于儿童安全座椅的侧面保护装置及儿童安全座椅,儿童安全座椅包括座椅本体,侧面保护装置设置在座椅本体的侧部,侧面保护装置包括可拆卸地设置在座椅本体的侧部的壳体、设置在壳体中的通气板和风板,通气板与壳体之间形成第一腔室,通气板和风板之间形成第二腔室,侧面保护装置还包括设置在第一腔室中的吸能材料,当汽车发生撞击时,作用于第一腔室的冲击力沿左右方向延伸,第二腔室至少设置在第一腔室的上、下、前、后四侧中的一侧,通气板上设有使第一腔室的气流与第二腔室的气流相连通的通气孔,风板上设有使第二腔室的气流通向壳体外部的阻尼孔。该侧面保护装置结构简单,具有多级缓冲吸能作用,结构合理,安全可靠。 	专利	0
31	一种压堵盖压装工装	本实用新型揭示了一种压堵盖压装工装,包括一端封口的空心圆柱体形定位导向座,所述定位导向座的外径小于所述废气孔的直径；还包括一压套座,所述压套座的外径大于所述废气孔的直径,所述压套座的一端设有空心圆柱体形的开口槽,所述定位导向座嵌入所述开口槽内,并与所述开口槽间隙配合；所述定向导向座的封口端远离所述开口槽的槽底,所述定位导向座与所述压套座之间设有一弹簧；所述开口槽的槽壁顶部设置有至少一个的压销,所述压销的端面高于所述压套座的端面,并低于所述定位导向座的端面。本实用新型既能保证稳定导向,又能保证压装深度,结构简单,操作方便,工作状态稳定可靠,成品率高,有较高的安全性且大幅提高了工作效率。 	专利	0
32	一种拆装式固桩结构	本发明公开一种拆装式固桩结构,属于固桩结构技术领域。该拆装式固桩结构包括固桩器和固定座,所述固定座连接于所述固桩器的末端,所述固桩器能够在所述固定座中转动；所述固桩器末端设有插齿挡铁；所述固定座上设有固齿挡铁；通过旋转所述插齿挡铁与所述固齿挡铁形成不同位置,实现所述固桩器与所述固定座的连接或拆卸,当拼装式高架升降平台到达既定位置时,通过旋转即可拆卸所述固桩器,从而实现平台甲板表面的大面积及平整度要求,利于后期装备、设备或人员在平台甲板上的操作。 	专利	0
33	一种采用工质压缩的热泵精馏装置	本实用新型公开了一种采用工质压缩的热泵精馏装置,包括精馏塔,所述精馏塔的塔顶的溶媒蒸汽出口通过管路导入第一冷凝器内,并与第一冷凝器中的液相工质热交换；所述第一冷凝器内的溶媒蒸汽液相后通过管路回流至精馏塔内；所述第一冷凝器的液相工质蒸发成工质蒸汽,所述工质蒸汽通过管路与压缩机相连；所述压缩机对工质蒸汽增压使其沸点温度高于精馏塔的塔底温度；所述压缩机的出口通过管路与精馏塔塔底的第一再沸器相连,工质蒸汽在所述第一再沸器内冷凝成液相,并通过管路回流至第一冷凝器内。通过对溶媒蒸汽的利用,可调整塔顶温度和塔底温度的精馏工况,而不必考虑精馏塔的操作压力,并且不直接压缩溶媒蒸汽,保证了工艺生产的本质安全。 	专利	0
34	一体式拆卸入风口过滤系统及含有该系统的空调室内机	本发明涉及一种方便清洁、拆卸的空调器前面壳,以及含有这种前面壳的一体式拆卸入风口过滤系统以及含有含有这种前面壳或过滤系统的空调室内机。本发明的技术方案为：一种空调器室内机的前面壳,包括前面板和进气栅,其特征在于：前面壳由前面板和进气栅一体形成,所述的前面壳的下部通过位于空调器下部的固紧装置相连接,所述的前面壳的上部和空调器的上部之间不需要固紧装置,仅通过限位槽限位,前面壳顶部通过滑动的方式安装或脱离空调器。更进一步地,过滤网直接安装在所述的前面壳的内壁上形成一体式拆卸入风口过滤系统。本发明进气栅和前面板一体式设计,可方便用户清洁时拆卸和安装,安装工序以及成本。 	专利	0
35	基于双层网络编码的高能效协作中继网络传输方法	本发明提出基于双层网络编码的高能效协作中继网络传输方法,该方法中,中继节点分别获取来自两个源用户群的用户信息进行两两异或运算,再进行MDNC网络编码从而实现双层网络编码；双层网络编码包括底层的GF(2)编码和上层的MDNC网络编码；各个目标终端节点收到中继群发来的信号后,执行双层网络译码恢复用户信息：包括底层的MDNC网络译码和上层的GF(2)译码。与单用户对间的双向中继方案和最大分集增益方案相比,本发明可以显著提高系统能效。 	专利	0
36	长轴件复合镀的连续镀槽	本发明公开了一种长轴件复合镀的连续镀槽,采用分隔部件将连续镀槽分隔为若干串联相连的腔体,包括至少两个电镀或者化学镀腔体,分隔部件中央设置有轴件过孔,轴件过孔的孔径略小于长轴件直径,采用过盈配合公差。本发明通过设置若干串联组合的镀槽腔体,可以实现长轴件的复合镀层电镀,从而生产出更优附着力与耐腐蚀的优质表面镀层,提高产品的外观质量、寿命与可靠性。 	专利	0
37	一种具有防冻功能的汽车用油箱	本发明涉及汽车零部件技术领域,且公开了一种具有防冻功能的汽车用油箱,包括油箱本体、支撑机构和解冻机构,油箱本体的外表面与传热过渡板的内表面连接,传热过渡板的外表面与支撑限位筒的外表面一侧连接,支撑限位筒的内表面与散热管的外表面顶部连接,散热管的内表面顶部与发热丝的外表面顶部连接,保温毛毡的外表面与保护外皮的内表面连接,保护外皮的外表面一侧与防撞筒的内表面连接。本发明解决了通过散热管和衔接元件等的使用,又因为有保温毛毡和传热过渡板等结构的相互配合使用,所以在使用的时候可以避免烫到油箱本体,所以由上述结构可知,该装置防止油箱本体的在天冷的时候上冻影响其使用的问题。 	专利	0
38	一种反冲清洗的管道过滤器	本发明公开了一种反冲清洗的管道过滤器,包括进水管,所述进水管的一端焊接有第一法兰,所述进水管的底部固定连接有反冲排污管,所述反冲排污管表面设置有第一控制阀,所述反冲排污管上固定连接有连接管,所述反冲排污管和进水管远离第一法兰的一端均与过滤装置的侧面固定连接,所述过滤装置的另一侧面固定连接有出水管,所述出水管的一端焊接有第二法兰。本发明通过设置滤网和滤袋,达到了过滤杂质的效果,通过设置把手、轴承和转轴配合达到了使滤网转动的效果,通过设置反冲进水管、反冲排污管和连接管,达到了排污反冲的效果。通过设置控制阀,达到了密封的效果,用过设置密封圈,达到了密封过滤装置的效果。 	专利	0
39	饭盒内胆	1．本外观设计产品的名称：饭盒内胆。2．本外观设计产品的用途：本外观设计产品用于日常装盛饭菜。3．本外观设计产品的设计要点：本外观设计的形状。4．最能表明本外观设计设计要点的图片或照片：主视图。 	专利	0
40	一种基于PLC控制的自动化锥型制砂机	本发明公开了一种基于PLC控制的自动化锥型制砂机,包括制砂机本体、输料管道和出料管道；所述制砂机本体呈锥型,制砂机本体的上端与横向的输料管道相连,制砂机本体的下端与横向的出料管道相连,出料管道的内部设有喷淋装置；所述输料管道的上端连有采样摄像头,PLC控制系统与制砂机本体内部的破碎辊、喷淋装置相连。本装置通过PLC控制系统来完全取代人工操作,根据来料成批次相同的特点,在输料管道内设置采样摄像头,前期可以通过人工辅助判断的方式,后续可以引进计算机辅助学习的功能,从而判断来料的种类、粒径等等信息。再根据生产需求,调整后续制砂机本体内的破碎辊的转速以及对应喷淋装置的出水量,从而保证破碎效率。 	专利	0
41	一种岸电电源用防火集装箱	本发明公开了一种岸电电源用防火集装箱,该防火集装箱主要包括箱体,箱体内设有保温隔层,箱体外设有一层防护层,其中,保温隔层为PEF板,防护层包括以下组分：基料树脂,膨胀发泡体系,助剂,功能填料,阻燃抑烟协效剂,基料树脂包括以下组分：苯丙乳液,羟基丙烯酸乳液,丙烯酸聚氨酯共聚乳液；膨胀发泡体系包括以下组分：脱水催化剂,成炭-发泡剂；助剂包括以下组分：消泡剂,分散剂,润湿剂,增稠剂,固化剂,防霉剂,防闪锈剂；功能填料为硅酸铝纤维、二氧化硅气凝胶、玻璃化微珠的混合物；该防火集装箱外设有的防护层粘附效果好,具有良好的防火性,对外界环境适应性强,很好的保护了防火集装箱,延长其使用寿命。 	专利	0
42	一种便于装夹的用于望远镜加工的锯床	本实用新型公开了一种便于装夹的用于望远镜加工的锯床,包括机体,所述机体的顶部固定连接有顶盖,所述机体的正面设置有锯床进料口,所述锯床进料口的右壁贯穿连接有锯床装夹装置,所述锯床进料口的正面固定连接有工作台,所述锯床进料口的顶部安装有清扫刷,所述锯床装夹装置包括调整螺钉和丝杆,所述调整螺钉的左壁固定连接在机体内腔的左壁,所述丝杆的左端贯穿机体的右壁并延伸至机体的内腔,所述丝杆的外圈套接有丝杆保护罩,所述丝杆保护罩内腔的右壁固定连接有锁紧螺母,所述丝杆保护罩的顶部贯穿连接有紧定螺钉,所述丝杆保护罩内腔的右侧安装有蝶形弹簧,所述丝杆的外圈固定连接有手轮,所述丝杆中部的两侧活动连接有钢球。 	专利	0
43	一种钻杆的端部涂油装置	本实用新型涉及一种钻杆的端部涂油装置,包括底座,底座的上通过支架安装有水平放置的涂油头,涂油头通过底座上的电机驱动；所述涂油头为锥形扩口状,其侧壁为中空状并带有储油环隙,涂油头的外壁设有一圈进油环槽,内壁均布有出油孔；位于涂油头的上方的支架上安装有储油箱,位于涂油头下方的底座上安装有回油箱,所述回油箱与储油箱之间通过油泵、油管连接,所述涂油头的下方还安装有挡油板,挡油板具有与涂油头外形相适的锥弧形状,挡油板的内壁设有与所述进油环槽配合的挡油凸起。 	专利	0
44	一种抗化学腐蚀的透明导电薄膜及其制备方法	本发明提供了一种抗化学腐蚀的透明导电薄膜及其制备方法,其中透明导电薄膜包括透明基材、透明电极层和金属导电层,透明电极层设置于透明基材的表面,金属导电层设置于透明电极层的表面,金属导电层中包含连续线条状或连续网格状图案的金属线,金属线的表面设置有耐腐蚀层,耐腐蚀层的厚度为1～50nm。本发明的透明导电薄膜具有优良的透光率、导电性能和耐腐蚀性能。 	专利	0
45	快速充气的加压袋	本案涉及一种快速充气的加压袋,包括储气囊、气管和储气罐；所述储气罐为便携式储气罐；所述储气囊为带充气内腔的密封结构,储气囊一侧设有搁液袋固定膜,所述搁液袋固定膜与储气囊的夹层形成搁液部,用于放置输液袋或血浆袋；所述储气罐内储存有压缩气体,储气罐上带有阀门,阀门通过气管与储气囊相连通；本案的快速充气的加压袋,体积小,便携,结构简单,操作便捷,采用具有主动泄压功能的压力计,只需打开阀门即可通过储气罐自动快速充气,降低了医护人员的工作量。 	专利	0
46	一种PVC喷胶工艺的磷化处理装置	本实用新型涉及一种PVC喷胶工艺的磷化处理装置,包括喷淋室、喷淋系统、工件输送链条；喷淋系统包括输送管、主管、支管、磷化液箱、喷淋头；输送管的一端通过输送泵连接磷化液箱,输送管的另一端连接主管,主管连接若干支管,支管上设有喷淋头；喷淋室的顶壁上设有保温组件,喷淋室内还设有工件输送链条,工件输送链条位于支管的下方,工件输送链条设置在工件进口和工件出口之间,喷淋室的底部设有磷化液回收池,回收池通过管道连接磷化液箱。本实用新型的磷化处理装置,处理工件量大,可实现自动化操作,处理过程省时省力,实现快速喷淋磷化,且喷淋后的工件方便沥干磷化液,喷淋均匀,喷淋液不易堵塞喷淋管和喷淋头。 	专利	0
47	纵拉压辊轴承拆卸辅助工具	本实用新型属于机械加工领域,公开纵拉压辊轴承拆卸辅助工具,包括丝杆(1)、螺母(2)、圆筒(3)、圆柱销(4)以及拉盘(5),其特征在于,所述圆筒(3)底部封闭,上部设有开口,所述圆筒(3)通过螺母(2)固定套接有贯穿圆筒(3)的丝杆(1),所述丝杆(1)通过套接于丝杆的圆柱销(4)活动连接丝杆前端的拉盘(5),所述拉盘(5)围绕圆柱销转动一设定角度后,带有拉盘(5)的丝杆(1)插入压辊轴承(24)内孔,拉盘再拉回原状态。所述拉盘(5)前端设有一个定位的台阶。能够轻松拆除压辊轴承,减少对纵拉压辊的损伤。 	专利	0
48	电机外壳（A）	1．本外观设计产品的名称：电机外壳(A)；2．本外观设计产品的用途：本外观设计产品用于保护车库门开门机的外壳；3．本外观设计产品的设计要点：产品的形状；4．最能表明本外观设计设计要点的图片或照片：立体图。 	专利	0
49	屏风(中式福)	1．本外观设计产品的名称：屏风(中式福)。2．本外观设计产品的用途：本外观设计产品用于装饰领域的屏风。3．本外观设计产品的设计要点：在于产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：右视图与左视图对称,故省略右视图；仰视图、俯视图为不常见图,故省略仰视图、俯视图。 	专利	0
