id	title	abstract	label	actual
16	连续浇注过程钢水液位精细迭代控制	为保证具有强非线性、建模困难和具有周期性扰动连续浇注过程中钢水液位满足工艺和生产的要求,从而实现连续浇注过程中钢水液位的高品质控制,提出了一种精细迭代控制策略来进一步削弱连续浇注过程中钢水液位的膨胀扰动带来的不利影响.该策略是一种包含P型学习律的迭代学习算法,这种P型学习律除引进遗忘因子和开关装置外,还特别利用了前两次迭代过程中的误差信息(即控制律为PID+遗忘因子+开关函数+误差精细信息的有机组合),以使误差信息精细化,从而进一步改善迭代学习控制的效果；研究表明在系统同时具有模型不确定性,周期性膨胀扰动,可测噪声干扰与初始状态误差情况下能保证系统的输入信号误差、状态误差和输出误差的最终有界性,实现了钢水液位的高品质控制；计算机仿真进一步验证了所提方案的正确性和可行性.	学术文献	0
17	大型集成多功能中子学计算与分析系统VisualBUS 的研究与发展	中子学计算与分析是反应堆物理与辐射防护设计、燃料循环管理优化和核安全分析的基础.在广泛深入调研国内外中子学程序发展现状和趋势的基础上,采用国际上先进的中子学模拟计算技术和现代计算机软件技术,设计和研发了基于网络的大型集成多功能中子学计算与分析软件系统 VisualBUS,可用于裂变、聚变和各类混合次临界反应堆系统以及加速器等辐射装置的计算与分析.一系列国际基准校验计算和实际应用表明了该系统的正确性和有效性.本文重点介绍该系统的研发概况、技术特点和测试与应用情况.	学术文献	0
18	不同覆盖材料对日光温室室内光环境的影响	系统研究了6种不同的覆盖材料聚乙烯膜（ PE ）、乙烯醋酸乙烯复合膜（ EVA ）、聚氯乙烯膜（ PVC ）、聚酯膜（ PET ）、氟素膜（ ETFE ）及聚碳酸酯板（ PC ）对日光温室室内光环境的影响，包括平均透光率、直射光与散射光的比例、温室室内各表面的光辐射照度分布和光辐射日变化情况，目的是全面了解覆盖材料对日光温室光分布的影响，旨在从光辐射角度，为日光温室建造和室内作物种植提供科学依据。研究结果表明：最好的覆盖材料为氟素膜（ ETFE ）和聚酯膜（ PET ），最差的为聚乙烯膜（ PE ）。不同覆盖材料的平均透光率以氟素膜（ ETFE ）和聚酯膜（ PET ）为最好，均达到67．5％；太阳光经过不同覆盖材料后，照射到温室地面的光辐射照度以氟素膜（ ET-FE）和聚酯膜（ PET）为最大，均为131．8W／m2，以聚乙烯膜（ PE）为最小，为114．2W／m2，两者相差15．4％；11月22－24日，温室地面的光辐射照度呈逐渐上升的趋势。对于不同的覆盖材料，温室地面的光辐射照度以氟素膜（ ETFE ）和聚酯膜（ PET ）为最大，聚乙烯膜（ PE ）为最小。	学术文献	0
19	气固流化床中大差异双组份颗粒分级特性的实验研究	为解决清洁汽油生产工艺中存在的能量利用问题,需开发一种能使两种温度不同的催化剂直接混合换热,然后实现催化剂再次分离的组合流化床再生器.在一套φ500 mm×7000 mm的大型冷模装置上对密度相近、粒径差异较大的双组份颗粒形成的气固流化床中稀、密相间颗粒分级特性进行了系统的实验研究,结果表明表观气速、混合颗粒平均停留时间以及混合进料浓度是影响颗粒分级的主要因素,停留时间阈值可用于表征气体分布板形式对分级的影响.利用实验数据回归得到了分级效率的经验模型,模型计算值与实验值吻合较好.	学术文献	0
20	小城镇多层住宅柴火间现象及其改进——基于江西省余江县邓埠镇住宅实例的调查	针对农民成为居民背景下南方小城镇多层住宅中普遍存在的柴火间现象,基于余江县邓埠镇住宅实例的调查对这一现象展开探讨,并结合农民身份转换过程中的特点提出了改进的设计策略.	学术文献	0
21	无物理隔离路段机动车与非机动车速度特性研究	我国城市道路机动车道与非机动车道之间无物理隔离设施的情况非常普遍,因而相邻的机非交通流存在严重的相互干扰.本文利用石家庄市典型路段交通现场调查数据,定量分析了无物理隔离路段机动车和非机动车的速度特征.区分了非机动车道内非机动车的分布差异,通过各个典型位置非机动车平均速度的对比,解释了骑车人因受到相邻车道机动车影响而表现出的复杂交通行为;提出了基于时空转换思想的交通调查方法,建立了机动车速度的回归统计模型并通过了F检验,模型包含了非机动车流量和机非最小横向间距等参数.研究表明,机动车速度与以上参数之间呈一定的线性关系.	学术文献	0
22	基于广播星历的单站载波相位授时算法	针对传统单站授时算法的局限性,提出了一种基于广播星历的单站载波相位授时算法.该算法在标准单点定位授时算法仅采用伪距观测量的基础上,增加了载波相位观测量,授时精度得到了显著改善;该算法与精密单点定位授时算法相比,不需要精密轨道和钟差,摆脱了IGS等外部事后精密星历产品的依赖,能够广泛应用于实时授时.并利用IGS站观测数据进行实验分析,结果表明,单站载波相位授时精度明显优于标准单点定位授时算法,授时精度可达1～2 ns.	学术文献	0
23	地震波衰减技术在鄂尔多斯盆地储层预测中的应用	鄂尔多斯盆地北部上古生界的陆相致密隐蔽性气藏,具有低孔、低渗、低压、多层叠置的特点,储层与围岩的波阻抗差异小,储层预测存在着多解问题.为此,进行了地震波衰减技术预测储层方法的研究.阐述了地层介质的吸收原理,讨论了基于小波变换的匹配追踪频谱分解算法,并在此基础上对介质品质因子和地震波振幅梯度与储层特性的关系进行了分析;利用该方法计算了鄂尔多斯盆地北部D16井区下石盒子组盒3段地震波振幅的衰减梯度,并结合其它储层信息进行了含气性综合预测.预测结果表明,地震波振幅衰减梯度与实际钻井的含气性相吻合.	学术文献	0
24	舵机加载系统的鲁棒力矩渐近跟踪控制	针对舵机加载系统中存在未建模部分、时变、非线性等因素,设计了鲁棒力矩渐近跟踪控制器.分析了系统结构,并建立系统简化模型.为了抑制舵机运动扰动对加载系统的影响,提高系统跟踪性能,将舵机运动作为外干扰进行处理.根据系统输入信号的特点,基于内模原理.分别利用系统的传递函数和状态空间模型设计鲁棒渐近跟踪与干扰抑制控制器.针对期望极点难以选取的问题,利用最优化方法设计系统控制律,并引入期望衰减度调节系统力矩跟踪和扰动抑制性能.仿真结果表明,所设计的控制器能使系统获得较理想的跟踪性能,基于状态空间的最优化方法方便了系统设计.	学术文献	0
25	四川省化学化工学会第五届八次常务理事会召开	 四川省化学化工学会第五届八次常务理事会,于2000年1月28日在省化工厅会议室召开.会议由执年理事长牟长荣主持,常务理事徐僖、蒋跃忠、赵华明、虞崇荣、万炎福、陈天朗、陈忠革,田永仁、肖慎修、王天书、谢芳芳和副秘书长刘曙等出席了会议.	学术文献	0
26	伴飞航天器轨道修正点状态的最小二乘估计	研究了近圆轨道航天器长期伴随飞行在轨道修正时刻相对状态的最小二乘估计方法.针对长期伴飞航天器在固定时刻进行轨道修正的特点,提出采用最小二乘估计方法对轨道修正时刻的相对位置状态进行估计,并基于模型误差特点提出对该算法进行改进的加权最小二乘估计算法.算法具有计算相对简单、算法灵活等特点.仿真结果表明,对于固定时刻的状态估计,这种加权最小二乘估计算法和扩展卡尔曼滤波算法的效果相当,能够满足在轨长期伴随飞行在轨道修正时刻的相对状态估计精度要求.	学术文献	0
27	大跨地铁暗挖车站施工地层变位控制技术研究	在城市中修建地铁暗挖车站,由于开挖跨度大,埋深浅,对地层扰动较大,地表沉降的控制往往成为工程的重点和难点.北京地铁五号线某车站施工时采用数值分析预测、地层变位分部控制,以及信息化施工等措施,成功地将地表沉降控制在设定范围.其研究方法和支护手段,对解决类似大断面暗挖施工具有一定的指导和借鉴意义.	学术文献	0
28	硝酸舍他康唑的热分解机理及动力学	采用热重法(TG)、差示扫描量热法(DSC)测定了硝酸舍他康唑(STCZ)在氮气氛和空气氛中的热分解过程.结果表明STCZ的热分解过程是一个三阶段过程.运用量子化学GAMESS软件计算了STCZ分子的键级,测定了STCZ及其在热分解过程中不同阶段残留物的红外光谱,推断了STCZ的热分解机理,起始步骤是硝酸的分解.根据不同升温速率下的热重曲线计算得到STCZ第一阶段热分解反应的动力学参数,在氮气中,表观活化能E_a=222.2 kJ·mol~(-1),指前因子A=4.467×10~(24) min~(-1),在空气中,表观活化能E_a=177.2 kJ·mol~(-1),指前因子A=1.738×10~(19)min~(-1).推算了不同使用温度下STCZ的预期寿命.	学术文献	0
29	大跨度地下洞室集成化围岩分类体系构建及可视化程序实现	文章通过整合目前国内外常用的围岩分类方法,对各分类方法评价指标、评价标准进行了相关性分析研究,从内核建立了分类方法等效换算公式、经验性关联图表;且针对大跨度地下洞室工程扰动影响作用的显著特征,依据“有限性劣化”处理思路,提出了工程因素对围岩质量劣化效应的定量表示法,藉此构建了可反映工程因素影响的集成化围岩分类体系;应用VB.Net语言编制了“大跨度地下洞室集成化围岩分类体系(IRMCS)”可视化程序.该程序可实现“一次输入,多种分类方法评价结果输出”;最后,以大岗山水电站主厂房顶拱厂横0-60～0+ 166m围岩为例,应用该程序对其围岩分类、稳定性结果、支护建议予以综合评价,分析结果与实际情况吻合度较好.	学术文献	0
30	纯棉机织物寿命预测	以纯棉机织物为研究对象,采用实验室自然放置,8根UVB-313型紫外线老化灯管辐照和1.25 m水下浸泡3种老化实验条件下处理不同时间后,测试织物拉伸断裂强力和抗皱性能的变化.结果表明,纯棉机织物在实验室自然存放一段时间后,拉伸断裂强力和抗皱性持续缓慢下降；紫外线辐射对织物抗皱性影响较大,水浸对织物拉伸断裂强力影响较大；水浸方法对织物老化起明显加速作用；同时提出纯棉机织物室外晾晒和仓库储存的寿命预测方程.	学术文献	0
31	纱线和织物外观模拟图形的统计特性研究	通过对纱线和织物外观的统计特性分析,用马氏链建立纱线外观图形的数学模型,解决在经纬线颜色相同或相近时织物外观的模拟,并使织物外观模拟纸样更接近于实样.	学术文献	0
32	镜铁矿生产云母氧化铁灰色颜料工艺技术研究进展	我国镜铁矿资源丰富,开发鳞片防腐涂料,其深加工工艺简单.介绍了国内开展云母氧化铁灰色颜料研究及技术标准,并对比国内产品与国外技术要求,试验研究-65μm+106 μm区间片状云母氧化铁含量不足问题,获得了满意的效果,并提出了几点看法.	学术文献	0
33	(R)-3-O-酰基-2-O-苄基-甘油二烷基磷酸酯的合成和结构表征	以D-甘露醇作为手性源,分别通过形成缩醛和苄醚对羟基进行保护,然后脱缩醛、氧化裂解得到手性子4. 4经引入不同链长的脂肪酰基、脱保护、与二烷基磷酰氯偶连后,合成了8种新化合物(R)-3-O-酰基-2-O-苄基-甘油二烷基磷酸酯7a～7h. 由于合成步骤中酰基迁移的缘故,目标产物均有一定的消旋化,其中以7d表现得尤为突出. 目标产物的结构通过1H NMR 和元素分析进行了表征,并测定了它们的比旋光度.	学术文献	0
34	芜湖长江大桥过渡墩墩旁托架设计与安装	文章针对工程实践,简要介绍了芜湖长江大桥钢梁架设中使用的大型临时设施9#、12.过渡墩墩旁托架的设计与安装方案.通过方案比选,以及借鉴以往的施工经验,并充分考虑各方面因素后,确定采用在9#、12 过渡墩墩旁设定一个三角支撑架托住待架24 m的钢梁的施工方案.同时对托架的主要组成部分进行了具体分析和设计.采用这种方案具有节省材料,可就地取材充分利用万能杆件,施工结束后大部分材料可回收利用,对通航影响小等特点.这一方案在施工中运用后,证明切实可行,而且制造、安装、拆除均很方便.这种设计与安装方案为今后类似的工程施工积累了经验.	学术文献	0
35	两相位信号控制交叉口行人专用相位设置条件研究	行人专用相位是国内近年来用于解决交叉口行人与机动车冲突的一种控制方法.本文运用穿越理论推导在行人通行时,穿越行人的转弯车辆通行能力模型和行人延误模型;在这两个模型的基础上,通过设置专用相位前后交叉口通行能力和行人人均延误的对比分析,论证了设置整个交叉口行人专用相位的条件.本研究成果可以用来指导交叉口行人专用相位的设置.	学术文献	0
36	常见矿物烧失减量的测定	烧失减量是矿物的一个重要参数,利用热重分析仪首先测定矿物的吸湿水,然后测定矿物干基烧失增减量,综合分析铬矿、锰矿、铝矾土、铁矿、硅酸盐矿物,方法的标准偏差为0.014％;测定了几种国家标准物质和五水硫酸铜,测试结果与标准值基本一致,精密度和准确度均令人满意.	学术文献	0
37	染料分子对硫纳米微粒共振散射光谱的影响	在聚丙烯酰胺存在下液相硫纳米微粒在470 nm处产生1个强共振散射峰;在可见光范围内无吸收峰且吸收值较小. 硫微粒质量浓度在0.05～1.0 mg/L范围内与I470 nm间有良好线性关系. 研究了乙醇、丙酮,以及溴酚蓝、溴甲基紫、结晶紫、亮绿等有机染料对硫纳米微粒共振散射的影响. 结果发现,染料分子吸收是产生共振散射峰的一个重要原因;随着染料分子非辐射吸收值的增大,硫纳米微粒共振散射光强度降低. 实验证明,溴酚蓝浓度在0～1.0×10-5 mol/L范围内,在溴酚蓝最大吸收波长590 nm处的ΔI590 nm与溴酚蓝浓度呈线性关系.	学术文献	0
38	异形独塔全封闭双层桥面斜拉桥施工技术	深圳皇岗-香港落马洲人行通道桥为双层钢结构全封闭桥面双索面异形独塔斜拉桥,主跨133.65 m,介绍大桥主要施工难点及方案措施.	学术文献	0
39	染整加工后自卷曲丝结构的变化及其织物弹性	为探究不同PTT/PET自卷曲长丝织物在后整理中的表现及其最终成品的弹性性能,选用3个厂家生产的PTT/PET自卷曲长丝试织织物,并在相同工艺条件下进行染整处理,再与氨纶织物进行对比,得到4种织物的质量损失率、纬向染缩率、弹性伸长率、弹性回复率.结果表明:单丝纤度越大,质量损失率越小,染色率越大;织造密度越大,质量损失率越小;弹性伸长率越大,弹性回复率越小.通过光学显微镜、扫描电镜观察及DSC辅助分析发现,PTT/PET复合丝由于单丝比较细,比表面积大,在染整处理过程中受到碱液腐蚀过大而发生2种组分分离的现象,从而失去了双组分丝应有的高弹性.	学术文献	0
40	外腔可调谐激光器的有限元分析及结构优化	为了降低环境温度变化对外腔可调谐激光器波长稳定性的影响，采用有限元分析方法得出了外腔可调谐激光器的温度场分布特点和热变形机理，提出了一种优化的光具座结构，并对优化结构的散热性能和热变形进行了理论分析和数值模拟。结果表明，该优化的光具座结构具有高效的传热性能，大幅降低了热变形对腔长的影响，从而提高了激光器的在不同工作环境温度下的波长稳定性。	学术文献	0
41	电力行业二氧化硫总量控制的实施机制研究	电力工业的快速发展和以火电为主的电源结构决定了电力行业对我国大气环境质量产生重要影响.为推动电力行业的可持续发展,保证电力二氧化硫总量控制目标的如期落实,文章从整体上设计了我国电力行业二氧化硫总量控制的框架体系,指出当前我国环境总量管理机制存在的主要薄弱环节,重点从经济政策和监督保障机制方面提出了具体的完善方法和解决措施,为电力行业的二氧化硫总量管理提供技术支持.	学术文献	0
42	体育场大跨度拱式钢结构在多点地震激励作用下的反应分析	以某体育场大跨度拱式钢管桁架结构为研究对象,采用ANSYS软件建立有限元模型,运用时程分析法对其进行了一致及多点地震激励作用的计算分析,通过对比一致及多点地震动激励得到的各杆件轴向应力最大值的平均值,了解其反应特点.研究表明:在多点地震激励作用下,拱结构各杆件的地震反应与一致激励作用下的情况差异较大,且变化特征较复杂.总体上看,拱架弦杆轴向应力大于一致激励下的情况,且杆件离支座越远,其应力水平越高,跨中附近的弦杆最大应力高达一致激励下应力水平的2倍左右；拱架撑杆的应力水平与一致激励下的情况接近；拱架各斜杆及竖杆的应力变化情况较复杂,但各杆总体应力水平远高于一致激励下的情况.抗震设计时尤其要注意对拱架跨中弦杆与腹杆的加强.	学术文献	0
43	疏水改性高分子溶液性能的研究及进展	疏水改性水溶性高分子溶液性能和流变特性的研究对于疏水改性高分子的结构设计、表征以及溶液性能探索和应用具有重要意义.从浓度、疏水结构、电解质、表面活性剂、剪切和温度等方面综述了疏水改性高分子溶液性能的研究及进展.	学术文献	0
44	基于数学形态学的红外小目标跟踪研究	为了提高红外小目标跟踪算法的性能和实用性,根据红外小目标的特性,选用数学形态学方法先对目标进行波门检测,依据检测结果来实现对目标的跟踪.在具体计算时,提出了一种新的形态学算子使膨胀运算和阈值分割合为一步,节约了计算时间.考虑到波门内可能出现虚警或漏警的情况,提出了有效的解决方法.最后通过实际拍摄的不同情况下的红外图像,进行了红外小目标的跟踪实验,实验结果表明了算法在实时性和准确性上都达到了很好的效果.	学术文献	0
45	管外高压砾石充填防砂增液技术	从达西定律出发,分析了管外高压砾石充填防砂增液的机理.管外高压充填防砂增液技术通过高液量和大砂量在近井地带形成大半径、高渗透的挡砂屏障;其具有自身转向功能,使多层生产井提高了射孔层的动用程度;能改善甚至解除近井地带的污染堵塞,扩展出油通道,减少油流阻力.通过研究,给出了充填压力、充填流量和充填砂量等参数的设计方法以及砾石和筛管的选择原则,解决了矿场施工技术问题.该技术已施工20井次,累积增油3.2×104t,增油效果明显.	学术文献	0
46	一类混合延迟混沌神经网络的同步	时滞混沌神经网络系统是解空间为无穷维系统,可生成多个正向Lyapunov指数,产生具有高度随机性和不可预测性的混沌甚至超混沌序列,这种特性使得时滞混沌神经网络系统特别适用于保密通信中,混沌同步是保密通信中的关键技术.基于Lyapunov稳定性理论和线性矩阵不等式(LMI)方法,研究了一类具有时变延迟和分布式延迟的混沌神经网络系统的同步问题,考虑系统的内部参数不确定性和外部干扰及混合时滞等因素,将系统时滞项加入所设计的控制器中,给出了保证误差系统的全局均方渐近稳定的充分条件和控制律,实现驱动系统和响应系统的同步.与其它方法相比,所设计的含有时滞项的控制器提高了系统误差精度及反应速率.最后,通过仿真实例,验证了所提方法的有效性.	学术文献	0
47	空天再入飞行器最优过渡段轨道设计方法研究	针对空天再入飞行器在再入角和再入点位置给定条件下的过渡段轨道设计问题,提出了一种最优过渡段轨道的设计方法.首先,在制动点给定的条件下,由制动脉冲最大限制求得初始航迹角的区间范围,然后详细推导了由给定再入角解析计算初始航迹角的公式,进而可由初始航迹角计算所需的离轨制动脉冲和转移时间.最后用一维搜索策略对转移时间最短和燃料消耗最小的最优制动点位置进行了迭代求解.仿真表明,该算法简单易行,具有很强的实时性,对于空天再入飞行器再入时最优过渡轨道的设计具有较高的工程应用价值.	学术文献	0
48	基于改进SIRF的二维纯方位目标跟踪	对于纯方位目标跟踪问题,传统的线性算法已经不能满足非线性非高斯和实时性目标跟踪的要求,由于在纯方位目标跟踪中传统的粒子滤波收敛速度慢并且容易发散,文中提出了一种基于改进的采样-重要性-重采样滤波(SIRF)算法的纯方位跟踪算法.具体的改进方法就是去掉归一化步骤直接使用非归一化权值,该算法在保持高精度估计能力的同时,具有较强的鲁棒性,是解决非线性系统状态估计问题的一种有效方法.最后通过实验验证改进的SIRF算法跟踪效果明显优于高斯粒子滤波(GPF)算法.	学术文献	0
49	乙酸-2-丁氧基乙酯作为柴油机清洁含氧燃料的研究	首次提出用乙酸-2-丁氧基乙酯作为柴油机清洁含氧燃料.完成了其合成工作,并采用FT-IR、1H NMR和GC-MS进行了结构表征.采用单缸、水冷、直喷式柴油机研究了该含氧燃料添加剂对发动机废气排放、动力性燃油经济性的影响.试验结果表明,当柴油中添加体积分数为25%乙酸-2-丁氧基乙酯时,在发动机负荷特性上,烟度降低一般可达50%以上,最大可达75.0%;在较低的负荷下,CO排放减少16.7%～76.2%;未燃HC减少12.5%～67.7%;Nox排放没有显著增加.掺烧该含氧燃料添加剂的发动机动力下降,燃油消耗率有所提高,而能量消耗率明显降低.	学术文献	0
50	液氨/交联处理后亚麻织物的服用性能	观察并测定经液氨和交联处理后哑麻织物的折皱回复角、缩水率、舒适性及力学性能的变化,对比分析不同处理条件对亚麻织物服用性能的影响.试验表明:液氨处理对亚麻织物的折皱回复角、缩水率和抗弯弹性模量的改善是有限的,但经液氨和交联联合处理后,亚麻织物外观形态得到了很大的改善.交联处理会降低亚麻的吸湿率、透气量和相对透湿率,但液氨/交联处理后亚麻织物的舒适性能仍然好于未处理亚麻.液氨作为预处理能够明显地提高交联处理亚麻织物的强力保持率.	学术文献	0
51	圆柱斜齿轮齿面接触动应力计算与分析研究	为了有效计算动态工况下斜齿圆柱齿轮副的齿面接触应力，建立了考虑时变啮合刚度激励和啮入冲击激励的滚动轴承支撑的斜齿圆柱齿轮副啮合型弯-扭-轴耦合六自由度振动模型，通过其计算了齿面啮合动载荷。提出了综合考虑轮齿动载荷、齿间载荷分配系数以及齿面赫兹接触的斜齿圆柱齿轮齿面接触动应力计算方法，同时也利用Abaqus 有限元软件动力学模块分析了齿面接触动应力。分别计算了800 N·m、1200 N·m、1600 N·m 三种负载扭矩下的齿面接触动应力变化过程，基于承载接触分析法的最大接触应力与 AGMA 标准计算值最大相差为11．6％，基于 Abaqus有限元法的最大接触应力与 AGMA 标准计算值最大相差13．8％，而两种方法的齿面接触动应力变化曲线最大偏差11．3％，从而证实了本文提出的斜齿圆柱齿轮齿面接触动应力计算方法合理有效。	学术文献	0
